country,location,name,code
Croatia,Maribor,Maribor Edvard Rusjan Airport,MBX
Croatia,Portorož,Portorož Airport,POW
Albania,Tirana,Tirana International Airport Nënë Tereza,TIA
Albania,Yerevan,Zvartnots International Airport,EVN
Albania,Gyumri,Shirak Airport,LWN
Albania,Baku,Heydar Aliyev International Airport,GYD
Albania,Ganja,Ganja International Airport,KVD
Albania,Nakhchivan,Nakhchivan Airport,NAJ
Albania,Qabala,Qabala International Airport,GBB
Albania,Lankaran,Lankaran International Airport,LLK
Albania,Grodno,Hrodna Airport,GNA
Albania,Gomel,Gomel Airport,GME
Albania,Minsk,Minsk International Airport,MSQ
Albania,Banja Luka,Banja Luka International Airport,BNX
Albania,Sarajevo,Sarajevo International Airport,SJJ
Albania,Tuzla,Tuzla International Airport,TZL
Albania,Mostar,Mostar International Airport,OMO
Albania,Burgas,Burgas Airport,BOJ
Albania,Plovdiv,Plovdiv Airport,PDV
Albania,Sofia,Sofia Airport,SOF
Albania,Varna,Varna Airport,VAR
Albania,Tallinn,Lennart Meri Tallinn Airport,TLL
Albania,Tartu,Tartu Airport,TAY
Albania,Ambrolauri,Ambrolauri Airport,UGAM
Albania,Batumi,Batumi International Airport,BUS
Albania,Kutaisi,Kutaisi International Airport,KUT
Albania,Mestia,Queen Tamar Airport,UGMS
Albania,Natakhtari,Natakhtari Airfield,UGSA
Albania,Sokhumi,Sukhumi Babushara Airport,SUI
Albania,Tbilisi,Tbilisi International Airport,TBS
Albania,Pristina,Pristina International Airport,PRN
Albania,Riga,Riga International Airport,RIX
Albania,Ventspils,Ventspils International Airport,VNT
Albania,Kaunas,Kaunas Airport,KUN
Albania,Palanga,Palanga International Airport,PLQ
Albania,Šiauliai,Šiauliai International Airport,SQQ
Albania,Vilnius,Vilnius International Airport,VNO
Albania,Valletta,Malta International Airport,MLA
Albania,Chişinău,Chişinău International Airport,KIV
Albania,Bacau,George Enescu International Airport,BCM
Albania,Bucharest,Henri Coanda International Airport,OTP
Albania,Cluj-Napoca,Cluj-Napoca International Airport,CLJ
Albania,Constanța,Mihail Kogălniceanu International Airport,CND
Albania,Craiova,Craiova International Airport,CRA
Albania,Iași,Iași International Airport,IAS
Albania,Oradea,Oradea International Airport,OMR
Albania,Sibiu,Sibiu International Airport,SBZ
Albania,Timișoara,Traian Vuia International Airport,TSR
Albania,Podgorica,Podgorica Airport,TGD
Albania,Tivat,Tivat Airport,TIV
Albania,Ohrid,Ohrid St. Paul the Apostle Airport,OHD
Albania,Skopje,Skopje Alexander the Great Airport,SKP
Albania,Abakan,Abakan International Airport,ABA
Albania,Anadyr,Ugolny Airport,DYR
Albania,Anapa,Anapa Airport,AAQ
Albania,Arkhangelsk,Talagi Airport,ARH
Albania,Astrakhan,Narimanovo Airport,ASF
Albania,Barnaul,Barnaul Airport,BAX
Albania,Belgorod,Belgorod International Airport,EGO
Albania,Blagoveshchensk,Ignatyevo Airport,BQS
Albania,Bratsk,Bratsk Airport,BTK
Albania,Bryansk,Bryansk International Airport,BZK
Albania,Cheboksary,Cheboksary Airport,CSY
Albania,Chelyabinsk,Chelyabinsk Airport,CEK
Albania,Cherepovets,Cherepovets Airport,CEE
Albania,Chita,Kadala Airport,HTA
Albania,Elista,Elista Airport,ESL
Albania,Irkutsk,Irkutsk Airport,IKT
Albania,Grozny,Grozny Airport,GRV
Albania,Kaliningrad,Khrabrovo Airport,KGD
Albania,Kazan,Kazan Airport,KZN
Albania,Khabarovsk,Khabarovsk Novy Airport,KHV
Albania,Komsomolsk-on-Amur,Komsomolsk-on-Amur Airport,KXK
Albania,Krasnodar,Pashkovsky Airport,KRR
Albania,Krasnoyarsk,Yemelyanovo International Airport,KJA
Albania,Kursk,Kursk Vostochny Airport,URS
Albania,Magadan,Sokol Airport,GDX
Albania,Magnitogorsk,Magnitogorsk International Airport,MQF
Albania,Makhachkala,Uytash Airport,MCX
Albania,Mineralnye Vody,Mineralnye Vody Airport,MRV
Albania,Moscow,Domodedovo International Airport,DME
Albania,Moscow,Sheremetyevo International Airport,SVO
Albania,Moscow,Vnukovo Airport,VKO
Albania,Murmansk,Murmansk Airport,MMK
Albania,Nalchik,Nalchik Airport,NAL
Albania,Nizhnevartovsk,Nizhnevartovsk Airport,NJC
Albania,Nizhnekamsk,Begishevo Airport,NBC
Albania,Nizhny Novgorod,Strigino Airport,GOJ
Albania,Novokuznetsk,Spichenkovo Airport,NOZ
Albania,Novosibirsk,Tolmachevo Airport,OVB
Albania,Omsk,Omsk Tsentralny Airport,OMS
Albania,Orenburg,Orenburg Tsentralny Airport,REN
Albania,Orsk,Orsk Airport,OSW
Albania,Perm,Perm International Airport,PEE
Albania,Petrozavodsk,Petrozavodsk Airport,PES
Albania,Provideniya,Provideniya Bay Airport,PVS
Albania,Petropavlovsk-Kamchatsky,Yelizovo Airport,PKC
Albania,Pskov,Pskov Airport,PKV
Albania,Rostov-on-Don,Platov International Airport,ROV
Albania,Saint Petersburg,Pulkovo Airport,LED
Albania,Samara,Samara Kurumoch Airport,KUF
Albania,Saratov,Saratov Tsentralny Airport,RTW
Albania,Sochi,Sochi International Airport,AER
Albania,Stavropol,Stavropol Shpakovskoye Airport,STW
Albania,Surgut,Surgut International Airport,SGC
Albania,Syktyvkar,Syktyvkar Airport,SCW
Albania,Tomsk,Bogashevo Airport,TOF
Albania,Tyumen,Roshchino International Airport,TJM
Albania,Ulan-Ude,Baikal International Airport,UUD
Albania,Ulyanovsk,Ulyanovsk Baratayevka Airport,ULV
Albania,Ufa,Ufa International Airport,UFA
Albania,Vladivostok,Vladivostok International Airport,VVO
Albania,Vladikavkaz,Beslan Airport,OGZ
Albania,Volgograd,Volgograd International Airport,VOG
Albania,Voronezh,Voronezh International Airport,VOZ
Albania,Yakutsk,Yakutsk Airport,YKS
Albania,Yaroslavl,Tunoshna Airport,IAR
Albania,Yekaterinburg,Koltsovo International Airport,SVX
Albania,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,UUS
Albania,Belgrade,Belgrade Nikola Tesla Airport,BEG
Albania,Niš,Niš Constantine the Great Airport,INI
Albania,Kraljevo,Morava Airport,KVO
Albania,Adana,Şakirpaşa Airport,ADA
Albania,Ankara,Esenboğa International Airport,ESB
Albania,Antalya,Antalya Airport,AYT
Albania,Bodrum,Milas-Bodrum Airport,BJV
Albania,Bursa,Yenişehir Airport,YEI
Albania,Dalaman,Dalaman Airport,DLM
Albania,Gaziantep,Oğuzeli Airport,GZT
Albania,Istanbul,Istanbul Airport,IST
Albania,Istanbul,Sabiha Gökçen International Airport,SAW
Albania,İzmir,Adnan Menderes Airport,ADB
Albania,Kayseri,Erkilet Airport,ASR
Albania,Konya,Konya Airport,KYA
Albania,Kütahya,Zafer Airport,KZR
Albania,Malatya,Erhaç Airport,MLX
Albania,Nevşehir,Kapadokya Airport,NAV
Albania,Samsun,Samsun-Çarşamba Airport,SZF
Albania,Trabzon,Trabzon Airport,TZX
Albania,Zonguldak,Zonguldak Airport,ONQ
Albania,Kiev,Boryspil International Airport,KBP
Albania,Chernivtsi,Chernivtsi International Airport,CWC
Albania,Dnipro,Dnipropetrovsk International Airport,DNK
Albania,Ivano-Frankivsk,Ivano-Frankivsk International Airport,IFO
Albania,Kharkiv,Kharkiv International Airport,HRK
Albania,Kryvyi Rih,Kryvyi Rih International Airport,KWG
Albania,Kiev,Kyiv Zhuliany International Airport,IEV
Albania,Lviv,Lviv Danylo Halytskyi International Airport,LWO
Albania,Mykolaiv,Mykolaiv International Airport,NLV
Albania,Odessa,Odessa International Airport,ODS
Albania,Poltava,Poltava Airport,PLV
Albania,Simferopol,Simferopol International Airport,SIP
Albania,Uzhhorod,Uzhhorod International Airport,UDJ
Albania,Zaporizhia,Zaporizhia International Airport,OZH
Denmark,Aalborg,Aalborg Airport,AAL
Denmark,Aarhus,Aarhus Airport,AAR
Denmark,Billund,Billund Airport,BLL
Denmark,Copenhagen,Copenhagen Airport,CPH
Faroe Islands,Vágar,Vágar Airport,FAE
Finland,Åland,Mariehamn Airport,MHQ
Finland,Helsinki,Helsinki-Vantaa Airport,HEL
Finland,Kittilä,Kittilä Airport,KTT
Finland,Kuopio,Kuopio Airport,KUO
Finland,Kuusamo,Kuusamo Airport,KAO
Finland,Lappeenranta,Lappeenranta Airport,LPP
Finland,Oulu,Oulu Airport,OUL
Finland,Rovaniemi,Rovaniemi Airport,RVN
Finland,Tampere,Tampere-Pirkkala Airport,TMP
Finland,Turku,Turku Airport,TKU
Finland,Vaasa,Vaasa Airport,VAA
Iceland,Akureyri,Akureyri Airport,AEY
Iceland,Reykjavik,Keflavik International Airport,KEF
Iceland,Reykjavik,Reykjavik Airport,RKV
Norway,Ålesund,Ålesund Airport,AES
Norway,Bergen,Bergen Airport,BGO
Norway,Bodø,Bodø Airport,BOO
Norway,Haugesund,Haugesund Airport,HAU
Norway,Kristiansand,"Kristiansand Airport, Kjevik",KRS
Norway,Kristiansand,"Kristiansund Airport, Kvernberget",KSU
Norway,Oslo,Oslo Airport-Gardermoen,OSL
Norway,Oslo,Sandefjord Airport,TRF
Norway,Stavanger,Stavanger Airport,SVG
Norway,Tromsø,Tromsø Airport,TOS
Norway,Trondheim,Trondheim Airport,TRD
Sweden,Gothenburg,Göteborg Landvetter Airport,GOT
Sweden,Luleå,Luleå Airport,LLA
Sweden,Malmö,Malmö Airport,MMX
Sweden,Norrköping,Norrköping Airport,NRK
Sweden,Östersund,Åre Östersund Airport,OSD
Sweden,Stockholm,Stockholm-Arlanda Airport,ARN
Sweden,Stockholm,Stockholm-Bromma Airport,BMA
Sweden,Stockholm,Stockholm-Skavsta Airport,NYO
Sweden,Stockholm,Stockholm-Västerås Airport,VST
Sweden,Umeå,Umeå Airport,UME
Sweden,Växjö,Växjö Airport,VXO
Sweden,Visby,Visby Airport,VBY
England and Wales,Birmingham,Birmingham International Airport,BHX
England and Wales,Bournemouth,Bournemouth Airport,BOH
England and Wales,Bristol,Bristol Airport,BRS
England and Wales,Cardiff,Cardiff Airport,CWL
England and Wales,Doncaster/Sheffield,Robin Hood Airport Doncaster Sheffield,DSA
England and Wales,Middlesbrough,Durham Tees Valley Airport,MME
England and Wales,Nottingham/Leicester,East Midlands Airport,EMA
England and Wales,Exeter,Exeter International Airport,EXT
England and Wales,Leeds/Bradford,Leeds Bradford International Airport,LBA
England and Wales,Liverpool,Liverpool John Lennon Airport,LPL
England and Wales,London,London City Airport,LCY
England and Wales,Gatwick Airport,LGW,Large
England and Wales,Heathrow Airport,LHR,Large
England and Wales,Luton Airport,LTN,Medium
England and Wales,Southend Airport,SEN,Small
England and Wales,Stansted Airport,STN,Large
England and Wales,Manchester,Manchester Airport,MAN
England and Wales,Newcastle upon Tyne,Newcastle Airport,NCL
England and Wales,Newquay,Newquay Cornwall Airport,NQY
England and Wales,Norwich,Norwich International Airport,NWI
England and Wales,Southampton,Southampton Airport,SOU
Scotland,Aberdeen,Aberdeen Airport,ABZ
Scotland,Edinburgh,Edinburgh Airport,EDI
Scotland,Glasgow,Glasgow International Airport,GLA
Scotland,Glasgow Prestwick Airport,PIK,Small
Scotland,Inverness,Inverness Airport,INV
Northern Ireland,Belfast,Belfast International Airport,BFS
Northern Ireland,George Best Belfast City Airport,BHD,Small
Northern Ireland,Derry,City of Derry Airport,LDY
American Samoa,Pago Pago,Pago Pago International Airport,PPG
Australia,Adelaide,Adelaide Airport,ADL
Australia,Brisbane,Brisbane Airport,BNE
Australia,Cairns,Cairns Airport,CNS
Australia,Canberra,Canberra Airport,CBR
Australia,Darwin,Darwin International Airport,DRW
Australia,Gold Coast,Gold Coast Airport,OOL
Australia,Hobart,Hobart International Airport,HBA
Australia,Melbourne,Melbourne Airport,MEL
Australia,Avalon Airport,AVV,
Australia,Perth,Perth Airport,PER
Australia,Port Hedland,Port Hedland International Airport,PHE
Australia,Sydney,Sydney Airport,SYD
Australia,Townsville,Townsville International Airport,TSV
Christmas Island,Christmas Island,Christmas Island Airport,XCH
Cocos (Keeling) Islands,Cocos (Keeling) Islands,Cocos (Keeling) Islands Airport,CCK
Cook Islands,Rarotonga,Rarotonga Airport,RAR
Easter Island,Hanga Roa,Mataveri International Airport,IPC
Fiji,Nadi,Nadi International Airport,NAN
Fiji,Suva,Nausori International Airport,SUV
French Polynesia,Papeete,Faa'a International Airport,PPT
Guam,Hagåtña,Antonio B. Won Pat International Airport,GUM
Kiribati,Kiritimati,Cassidy International Airport,CXI
Kiribati,Tarawa,Bonriki International Airport,TRW
Marshall Islands,Kwajalein,Bucholz Army Airfield,KWA
Marshall Islands,Majuro,Marshall Islands International Airport,MAJ
Federated States of Micronesia,Chuuk,Chuuk International Airport,TKK
Federated States of Micronesia,Kosrae,Kosrae International Airport,KSA
Federated States of Micronesia,Pohnpei,Pohnpei International Airport,PNI
Federated States of Micronesia,Yap,Yap International Airport,YAP
Nauru,Yaren,Nauru International Airport,INU
New Caledonia,Nouméa,La Tontouta International Airport,NOU
New Zealand,Auckland,Auckland Airport,AKL
New Zealand,Christchurch,Christchurch International Airport,CHC
New Zealand,Dunedin,Dunedin International Airport,DUD
New Zealand,Queenstown,Queenstown Airport,ZQN
New Zealand,Wellington,Wellington International Airport,WLG
Norfolk Island,Norfolk Island,Norfolk Island Airport,NLK
Northern Mariana Islands,Rota Island,Rota International Airport,ROP
Northern Mariana Islands,Saipan Island,Saipan International Airport,SPN
Northern Mariana Islands,Tinian Island,Tinian International Airport,TIQ
Niue,Alofi,Niue International Airport,IUE
Palau,Koror,Roman Tmetuchl International Airport,ROR
Papua New Guinea,Port Moresby,Jacksons International Airport,POM
Samoa,Apia,Faleolo International Airport,APW
Solomon Islands,Honiara,Honiara International Airport,HIR
Tonga,Nukuʻalofa,Fuaʻamotu International Airport,TBU
Tonga,Vavaʻu,Vava'u International Airport,VAV
Tuvalu,Funafuti,Funafuti International Airport,FUN
Vanuatu,Luganville,Santo-Pekoa International Airport,SON
Vanuatu,Port Vila,Bauerfield International Airport,VLI
Wallis and Futuna,Futuna,Pointe Vele Airport,FUT
Wallis and Futuna,Wallis,Hihifo Airport,WLS
